,,,,,,,,,,,,,,,,,,
p150,[p173,p190,p177,p165,],1,3095.37,,p150,[p173,p190,p177,p165,],1,3095.37,150,150
p151,[p132,p173,p177,p165,],0,3094.82,,p151,[p132,p173,p177,p165,],0,3094.82,151,151
p152,[p135,p190,p173,p132,],1,3095.04,,p152,[p135,p190,p173,p132,],1,3095.04,152,152
p153,[p190,p165,p132,p173,],0,3096.74,,p153,[p190,p165,p132,p173,],0,3096.74,153,153
p154,[p189,p173,p152,p156,],0,3097.31,,p154,[p189,p173,p152,p156,],0,3097.31,154,154
p155,[p147,p190,p135,p173,],0,3096.23,,p155,[p147,p190,p135,p173,],0,3096.23,155,155
p156,[p190,p135,p173,p165,],2,3095.44,,p156,[p190,p135,p173,p165,],2,3095.44,156,156
p157,[p135,p147,p177,p190,],0,3097.03,,p157,[p135,p147,p177,p190,],0,3097.03,157,157
p158,[p178,p135,p132,p177,],0,3093.11,,p158,[p178,p135,p132,p177,],0,3093.11,158,158
p159,[p173,p190,p135,p177,],5,3095.71,,p159,[p173,p190,p135,p177,],5,3095.71,159,159
p160,[p190,p147,p173,p165,],0,3095.08,,p160,[p190,p147,p173,p165,],0,3095.08,160,160
p161,[p147,p173,p177,p190,],0,3094.58,,p161,[p147,p173,p177,p190,],0,3094.58,161,161
p162,[p150,p183,p132,p173,],0,3095.54,,p162,[p150,p183,p132,p173,],0,3095.54,162,162
p163,[p190,p173,p135,p189,],0,3094.79,,p163,[p190,p173,p135,p189,],0,3094.79,163,163
p164,[p190,p173,p135,p132,],1,3096,,p164,[p190,p173,p135,p132,],1,3096,164,164
p165,[p190,p135,p173,p132,],25,3095.11,,p165,[p190,p135,p173,p132,],25,3095.11,165,165
p166,[p135,p190,p173,p165,],0,3095.2,,p166,[p135,p190,p173,p165,],0,3095.2,166,166
p167,[p173,p135,p132,p165,],0,3095.6,,p167,[p173,p135,p132,p165,],0,3095.6,167,167
p168,[p190,p132,p173,p147,],0,3096.04,,p168,[p190,p132,p173,p147,],0,3096.04,168,168
p169,[p132,p135,p190,p147,],0,3095.71,,p169,[p132,p135,p190,p147,],0,3095.71,169,169
p170,[p147,p181,p132,p173,],0,3094.63,,p170,[p147,p181,p132,p173,],0,3094.63,170,170
p171,[p181,p132,p179,p177,],0,3095.04,,p171,[p181,p132,p179,p177,],0,3095.04,171,171
p172,[p177,p159,p190,p173,],0,3095.32,,p172,[p177,p159,p190,p173,],0,3095.32,172,172
p173,[p190,p135,p132,p177,],49,3095.45,,p173,[p190,p135,p132,p177,],49,3095.45,173,173
p174,[p173,p190,p135,p165,],0,3094.9,,p174,[p173,p190,p135,p165,],0,3094.9,174,174
p175,[p132,p135,p190,p173,],0,3094.99,,p175,[p132,p135,p190,p173,],0,3094.99,175,175
p176,[p135,p147,p165,p190,],0,3095.75,,p176,[p135,p147,p165,p190,],0,3095.75,176,176
p177,[p190,p173,p135,p132,],26,3095.36,,p177,[p190,p173,p135,p132,],26,3095.36,177,177
p178,[p173,p135,p190,p132,],1,3095.13,,p178,[p173,p135,p190,p132,],1,3095.13,178,178
p179,[p190,p173,p165,p135,],2,3095.24,,p179,[p190,p173,p165,p135,],2,3095.24,179,179
p180,[p147,p177,p165,p190,],0,3094.94,,p180,[p147,p177,p165,p190,],0,3094.94,180,180
p181,[p190,p173,p135,p165,],4,3094.99,,p181,[p190,p173,p135,p165,],4,3094.99,181,181
p182,[p165,p190,p147,p181,],0,3095.09,,p182,[p165,p190,p147,p181,],0,3095.09,182,182
p183,[p173,p190,p135,p147,],1,3094.95,,p183,[p173,p190,p135,p147,],1,3094.95,183,183
p184,[p156,p147,p190,p159,],0,3093.67,,p184,[p156,p147,p190,p159,],0,3093.67,184,184
p185,[p173,p190,p177,p132,],0,3095.55,,p185,[p173,p190,p177,p132,],0,3095.55,185,185
p186,[p165,p147,p190,p173,],0,3095.54,,p186,[p165,p147,p190,p173,],0,3095.54,186,186
p187,[p132,p159,p177,p135,],0,3094.95,,p187,[p132,p159,p177,p135,],0,3094.95,187,187
p188,[p173,p190,p135,p177,],0,3095.63,,p188,[p173,p190,p135,p177,],0,3095.63,188,188
p189,[p135,p173,p190,p165,],5,3094.92,,p189,[p135,p173,p190,p165,],5,3094.92,189,189
p190,[p173,p135,p132,p165,],48,3095.41,,p190,[p173,p135,p132,p165,],48,3095.41,190,190
p191,[p135,p190,p173,p165,],0,3094.65,,p191,[p135,p190,p173,p165,],0,3094.65,191,191
p192,[p210,p242,p243,p202,],0,3126.26,,p192,[p210,p242,p243,p202,],0,3126.26,192,192
p193,[p248,p210,p211,p202,],6,3125.4,,p193,[p248,p210,p211,p202,],6,3125.4,193,193
p194,[p193,p214,p251,p197,],0,3125.04,,p194,[p193,p214,p251,p197,],0,3125.04,194,194
p195,[p222,p248,p246,p214,],0,3125.3,,p195,[p222,p248,p246,p214,],0,3125.3,195,195
p196,[p248,p202,p251,p214,],15,3125.89,,p196,[p248,p202,p251,p214,],15,3125.89,196,196
p197,[p248,p196,p202,p210,],9,3125.77,,p197,[p248,p196,p202,p210,],9,3125.77,197,197
p198,[p242,p222,p246,p220,],0,3127.98,,p198,[p242,p222,p246,p220,],0,3127.98,198,198
p199,[p193,p210,p206,p196,],0,3125.28,,p199,[p193,p210,p206,p196,],0,3125.28,199,199
p200,[p196,p214,p206,p207,],0,3124.01,,p200,[p196,p214,p206,p207,],0,3124.01,200,200
p201,[p202,p196,p243,p248,],0,3125.74,,p201,[p202,p196,p243,p248,],0,3125.74,201,201
p202,[p248,p210,p214,p243,],34,3125.77,,p202,[p248,p210,p214,p243,],34,3125.77,202,202
p203,[p211,p248,p210,p214,],5,3125.67,,p203,[p211,p248,p210,p214,],5,3125.67,203,203
p204,[p236,p222,p196,p206,],0,3124.98,,p204,[p236,p222,p196,p206,],0,3124.98,204,204
p205,[p213,p246,p253,p211,],0,3126.19,,p205,[p213,p246,p253,p211,],0,3126.19,205,205
p206,[p214,p248,p210,p202,],14,3125.64,,p206,[p214,p248,p210,p202,],14,3125.64,206,206
p207,[p248,p206,p210,p243,],8,3125.64,,p207,[p248,p206,p210,p243,],8,3125.64,207,207
p208,[p196,p222,p197,p206,],0,3126.38,,p208,[p196,p222,p197,p206,],0,3126.38,208,208
p209,[p197,p202,p222,p206,],0,3124.99,,p209,[p197,p202,p222,p206,],0,3124.99,209,209
p210,[p202,p248,p214,p243,],24,3125.49,,p210,[p202,p248,p214,p243,],24,3125.49,210,210
p211,[p248,p214,p210,p202,],12,3125.39,,p211,[p248,p214,p210,p202,],12,3125.39,211,211
p212,[p246,p213,p196,p243,],0,3125.5,,p212,[p246,p213,p196,p243,],0,3125.5,212,212
p213,[p243,p202,p210,p248,],3,3125.5,,p213,[p243,p202,p210,p248,],3,3125.5,213,213
p214,[p202,p248,p210,p211,],26,3125.79,,p214,[p202,p248,p210,p211,],26,3125.79,214,214
p215,[p243,p206,p197,p222,],0,3123.26,,p215,[p243,p206,p197,p222,],0,3123.26,215,215
p216,[p193,p207,p206,p196,],0,3126.12,,p216,[p193,p207,p206,p196,],0,3126.12,216,216
p217,[p248,p202,p210,p211,],0,3125.6,,p217,[p248,p202,p210,p211,],0,3125.6,217,217
p218,[p197,p202,p251,p243,],1,3126.01,,p218,[p197,p202,p251,p243,],1,3126.01,218,218
p219,[p248,p211,p222,p243,],0,3125.56,,p219,[p248,p211,p222,p243,],0,3125.56,219,219
p220,[p211,p222,p202,p248,],2,3125.47,,p220,[p211,p222,p202,p248,],2,3125.47,220,220
p221,[p253,p248,p202,p196,],0,3125.66,,p221,[p253,p248,p202,p196,],0,3125.66,221,221
p222,[p248,p210,p202,p214,],19,3125.38,,p222,[p248,p210,p202,p214,],19,3125.38,222,222
p223,[p193,p233,p243,p207,],0,3126.86,,p223,[p193,p233,p243,p207,],0,3126.86,223,223
p224,[p207,p203,p222,p214,],0,3124.53,,p224,[p207,p203,p222,p214,],0,3124.53,224,224
p225,[p251,p214,p222,p206,],0,3124.98,,p225,[p251,p214,p222,p206,],0,3124.98,225,225
p226,[p218,p196,p222,p251,],0,3127.88,,p226,[p218,p196,p222,p251,],0,3127.88,226,226
p227,[p243,p197,p248,p246,],0,3126.73,,p227,[p243,p197,p248,p246,],0,3126.73,227,227
p228,[p242,p233,p193,p243,],0,3126.96,,p228,[p242,p233,p193,p243,],0,3126.96,228,228
p229,[p214,p197,p206,p202,],0,3125.97,,p229,[p214,p197,p206,p202,],0,3125.97,229,229
p230,[p233,p214,p251,p196,],0,3126.51,,p230,[p233,p214,p251,p196,],0,3126.51,230,230
p231,[p213,p196,p243,p202,],0,3125.44,,p231,[p213,p196,p243,p202,],0,3125.44,231,231
p232,[p222,p202,p207,p196,],0,3125.86,,p232,[p222,p202,p207,p196,],0,3125.86,232,232
p233,[p202,p248,p222,p214,],4,3125.55,,p233,[p202,p248,p222,p214,],4,3125.55,233,233
p234,[p214,p202,p248,p210,],0,3125.36,,p234,[p214,p202,p248,p210,],0,3125.36,234,234
p235,[p210,p248,p243,p202,],0,3125.28,,p235,[p210,p248,p243,p202,],0,3125.28,235,235
p236,[p251,p202,p211,p210,],1,3126.71,,p236,[p251,p202,p211,p210,],1,3126.71,236,236
p237,[p203,p202,p248,p197,],0,3125.87,,p237,[p203,p202,p248,p197,],0,3125.87,237,237
p238,[p206,p196,p222,p214,],0,3125.94,,p238,[p206,p196,p222,p214,],0,3125.94,238,238
p239,[p206,p222,p214,p210,],0,3124.82,,p239,[p206,p222,p214,p210,],0,3124.82,239,239
p240,[p243,p202,p211,p222,],0,3124.93,,p240,[p243,p202,p211,p222,],0,3124.93,240,240
p241,[p248,p202,p233,p210,],0,3125.66,,p241,[p248,p202,p233,p210,],0,3125.66,241,241
p242,[p202,p248,p214,p210,],5,3125.82,,p242,[p202,p248,p214,p210,],5,3125.82,242,242
p243,[p248,p202,p210,p214,],20,3125.76,,p243,[p248,p202,p210,p214,],20,3125.76,243,243
p244,[p248,p197,p202,p193,],0,3126.52,,p244,[p248,p197,p202,p193,],0,3126.52,244,244
p245,[p242,p203,p214,p211,],0,3125.55,,p245,[p242,p203,p214,p211,],0,3125.55,245,245
p246,[p206,p248,p211,p214,],5,3125.73,,p246,[p206,p248,p211,p214,],5,3125.73,246,246
